Nombre,Naturaleza,Id,Tipo,Dirección,Localidad,Provincia,Código_Postal,FAX,Teléfono,Email,Web
Las Lomas,Público,[19008058],Colegio de Educación Infantil y Primaria,"Av. de la Salinera, 12",Guadalajara,(Guadalajara),CP :19005,949228500,949228500,19008058.cp@edu.jccm.es,http://ceip-laslomas.centros.castillalamancha.es
Liceo Caracense,Público,[19003139],Instituto de Educación Secundaria,"Cl. Teniente Figueroa, 6",Guadalajara,(Guadalajara),CP :19001,949219857,949215059,19003139.ies@edu.jccm.es,http://ies-liceocaracense.centros.castillalamancha.es
Los Manantiales,Público,[19008952],Escuela de Educación Infantil,"Cl. Sopetran, 5",Guadalajara,(Guadalajara),CP :19004,,949887070,gmanantiales@grupoeducativo.com,
Luis de Lucena,Público,[19001091],Instituto de Educación Secundaria,"Cl. Francisco Aritio, 93",Guadalajara,(Guadalajara),CP :19004,949213285,949211383,19001091.ies@edu.jccm.es,http://edu.jccm.es/ies/luisdelucena
Marista Champagnat,Priv.Concert.,[19000904],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Pedro Pascual, 2",Guadalajara,(Guadalajara),CP :19001,949253350,949220697,guadalajara.dire@maristasiberica.es,http://www.guadalajara.maristasiberica.es
Micos,Privado,[19009312],Centro Privado de Educación Infantil,"Cl. Bulevar Alto Tajo, 40",Guadalajara,(Guadalajara),CP :19005,949298586,949298586,info@micosguarderia.es,
Niña María,Priv.Concert.,[19000916],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. Francisco Aritmendi, 2",Guadalajara,(Guadalajara),CP :19002,949220230,949220446,nmariagu@planalfa.es,
Ocejón,Público,[19002822],Colegio de Educación Infantil y Primaria,"Cl. Doctor Layna Serrano, 14",Guadalajara,(Guadalajara),CP :19002,949231046,949231046,19002822.cp@edu.jccm.es,http://ceip-ocejon.centros.castillalamancha.es
Parque de la Muñeca,Público,[19008794],Colegio de Educación Infantil y Primaria,"Av. del Sol, S/N",Guadalajara,(Guadalajara),CP :19005,949319723,949319723,19008794.cp@edu.jccm.es,http://ceip-parquedelamuneca.centros.castillalamancha.es
Pedro Sanz Vázquez,Público,[19001039],Colegio de Educación Infantil y Primaria,"Cl. del Rio, S/N",Guadalajara,(Guadalajara),CP :19004,949213882,949213882,19001039.cp@edu.jccm.es,http://edu.jccm.es/cp/pedrosanzvazquez
Río Henares,Público,[19003164],Colegio de Educación Infantil y Primaria,"Ct. de Hita, 25",Guadalajara,(Guadalajara),CP :19005,949231751,949231751,19003164.cp@edu.jccm.es,http://ceip-riohenares.centros.castillalamancha.es
Río Sorbe,Público,[19002858],Centro Público de Educación de Personas Adultas,"Cl. Rio Sorbe, 19",Guadalajara,(Guadalajara),CP :19004,949254497,949212899,19002858.cea@edu.jccm.es,http://cepa-riosorbe.centros.castillalamancha.es
Río Tajo,Público,[19003097],Colegio de Educación Infantil y Primaria,"Cl. Poeta Ramon de Garciasol, S/N",Guadalajara,(Guadalajara),CP :19004,949203153,949200070,19003097.cp@edu.jccm.es,http://ceip-riotajo.centros.castillalamancha.es
Rufino Blanco,Público,[19001052],Colegio de Educación Infantil y Primaria,"Ps. Doctor Fernandez Iparraguirre, 18",Guadalajara,(Guadalajara),CP :19001,949225594,949225594,19001052.cp@edu.jccm.es,http://ceip-rufinoblanco.centros.castillalamancha.es
Sagrado Corazón,Priv.Concert.,[19000928],Centro Privado de Educación Infantil Primaria y Secundaria,"Pz. Fernando Beladiez, 2",Guadalajara,(Guadalajara),CP :19001,949229315,949220400,direccion@sagradocorazon.es,http://www.sagradocorazon.es
Salesiano,Priv.Concert.,[19000931],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Toledo, 24",Guadalajara,(Guadalajara),CP :19002,949247306,949247111,direccion.general@salesianosguadalajara.org,
San Diego,Privado,[19009324],Centro Privado de Educación Infantil,"Cl. Alonso Nuñez de Reinoso, 20",Guadalajara,(Guadalajara),CP :19002,,949221267,,
San Pedro Apóstol,Público,[19001015],Colegio de Educación Infantil y Primaria,"Av. de Venezuela, 11",Guadalajara,(Guadalajara),CP :19005,949219686,949223242,19001015.cp@edu.jccm.es,http://edu.jccm.es/cp/sanpedroapostol
Santa Ana,Priv.Concert.,[19000977],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Cogolludo, 3",Guadalajara,(Guadalajara),CP :19003,949222404,949222400,secretsantaanagu@planalfa.es,
Santa Cruz,Priv.Concert.,[19003127],Centro Privado de Educación Infantil Primaria y Secundaria,"Av. de Burgos, 3",Guadalajara,(Guadalajara),CP :19005,949220061,949220061,scruzg@planalfa.es,
Sebastián Durón,Público,[19003140],Conservatorio Profesional de Música,"Ps. Doctor Fernandez Iparraguirre,24",Guadalajara,(Guadalajara),CP :19003,949232212,949887577,19003140.cm@edu.jccm.es,http://edu.jccm.es/cm/guadalajara
Seminario Menor Agustiniano,Privado,[19002846],Centro Privado de Educación Secundaria,"Cl. Donantes de Sangre, 6",Guadalajara,(Guadalajara),CP :19002,949253541,949231628,direccion@agustiniano.com,http://www.agustiniano.com
Tea Apanag,Privado,[19009737],Centro Privado de Educación Especial,"Av. Avda. Sta. Micaela, 5",Guadalajara,(Guadalajara),CP :,,949313878,centroeducativotea@apanag.es,
Tintín,Privado,[19009336],Centro Privado de Educación Infantil,"Cl. Wenceslao Argumosa, 4",Guadalajara,(Guadalajara),CP :19003,,994210119,,
Trastos,Privado,[19009671],Centro Privado de Educación Infantil,"Av. Eduardo Güitian, 11, Puerta 2",Guadalajara,(Guadalajara),CP :19002,,,,
Virgen del Amparo,Público,[19002603],Centro de Educación Especial,"Cr. de Zaragoza, 60",Guadalajara,(Guadalajara),CP :19005,949232066,949232049,19002603.cee@edu.jccm.es,http://cee-virgendelamparo.centros.castillalamancha.es
- Sin Denominación -,Público,[19008976],Escuela de Educación Infantil,"Cl. Azucenas, S/N",Horche,(Guadalajara),CP :19140,,949290615,,
Escuela Municipal de Música de Horche,Público,[19009440],Escuela Pública de Música,"Cl. Mayor, 64",Horche,(Guadalajara),CP :19140,,,,
San Roque,Público,[19009713],Colegio de Educación Infantil y Primaria,"Cl. Ronda de Poniente, 2-4",Horche,(Guadalajara),CP :19140,949290024,949820973,19009713.cp@edu.jccm.es,
- Sin Denominación -,Público,[19003760],Aula de Educación de Adultos,"Pz. del Ayuntamiento, S/N",Humanes,(Guadalajara),CP :19220,,,,
Efa el Llano,Privado,[19001271],Centro Privado de Formación Profesional Específica,"Cl. Soledad, S/N",Humanes,(Guadalajara),CP :19220,949850075,949850075,efa-el-llano@efa-centro.org,http://www.efa-centro.org/
Nuestra Señora de Peñahora,Público,[19001261],Colegio de Educación Infantil y Primaria,"Pz. de Santa Maria de la Cabeza, S/N",Humanes,(Guadalajara),CP :19220,949850049,949850049,19001261.cp@edu.jccm.es,http://ceip-humanes.centros.castillalamancha.es
Romualdo de Toledo,Público,[19001313],Colegio de Educación Infantil y Primaria,"Cl. Juan Casas, S/N",Jadraque,(Guadalajara),CP :19240,949890215,949890215,19001313.cp@edu.jccm.es,http://edu.jccm.es/cp.romualdodetoledo
Valle del Henares,Público,[19003917],Instituto de Educación Secundaria,"Cm. Real de los Coches, 17",Jadraque,(Guadalajara),CP :19240,949343011,949890294,19003917.seces@edu.jccm.es,http://ies-valledelhenares.centros.castillalamancha.es
Miguel de la Cuesta,Público,[19001386],Colegio de Educación Infantil y Primaria,"Pz. Mayor, 2",Lupiana,(Guadalajara),CP :19142,949291046,949291046,19001386.cp@edu.jccm.es,http://ceip-migueldelacuesta.centros.castillalamancha.es
La Cobatilla,Público,[19001416],Colegio de Educación Infantil y Primaria,"Cl. Cobatilla, S/N",Mandayona,(Guadalajara),CP :19294,949305032,949305032,19001416.cp@edu.jccm.es,http:// http://edu.jccm.es/cp/lacobatilla
- Sin Denominación -,Público,[19008721],Aula de Educación de Adultos,"Cl. de la Iglesia, S/N",Marchamalo,(Guadalajara),CP :19180,,,,
- Sin Denominación -,Público,[19008988],Escuela de Educación Infantil,"Lg. Bulevar de Castilla-La Mancha, S/N",Marchamalo,(Guadalajara),CP :19180,949200796,949252417,,
Alejo Vera,Público,[19003553],Instituto de Educación Secundaria,"Cl. Castilla, S/N",Marchamalo,(Guadalajara),CP :19180,949252344,949252250,19003553.ies@edu.jccm.es,http://ies-alejovera.centros.castillalamancha.es
Cristo de la Esperanza,Público,[19001441],Colegio de Educación Infantil y Primaria,"Cl. Llanos Manrique, S/N",Marchamalo,(Guadalajara),CP :19180,949250953,949250953,19001441.cp@edu.jccm.es,http://ceip-cristodelaesperanza.centros.castillalamancha.es
Maestra Teodora,Público,[19008061],Colegio de Educación Infantil y Primaria,"Cl. Paloma, S/N",Marchamalo,(Guadalajara),CP :19180,949251180,949251180,19008061.cp@edu.jccm.es,http://ceip-maestrateodora.centros.castillalamancha.es
- Sin Denominación -,Público,[19003802],Aula de Educación de Adultos,"Ps. Alameda, S/N",Molina,(Guadalajara),CP :19300,,,19003802.cea@edu.jccm.es,
Doña Blanca de Molina,Público,[19003516],Instituto de Educación Secundaria,"Cl. Santa Rita, 1",Molina,(Guadalajara),CP :19300,949832598,949830122,19003516.ies@edu.jccm.es,http://ies-molinadearagon.centros.castillalamancha.es
Escuela Infantil Municipal,Público,[19009750],Escuela Municipal de Educación Infantil,"Ps. Alameda,2",Molina,(Guadalajara),CP :19300,,,,
Virgen de la Hoz,Público,[19001556],Colegio de Educación Infantil y Primaria,"Cl. Alameda, S/N",Molina,(Guadalajara),CP :19300,949830192,949344152,19001556.cp@edu.jccm.es,http://ceip-virgendelahoz.centros.castillalamancha.es
- Sin Denominación -,Público,[19008991],Escuela de Educación Infantil,"Cl. Anastasio Fernandez, 3",Mondejar,(Guadalajara),CP :19110,,949387208,,
Alcarria Baja,Público,[19003838],Instituto de Educación Secundaria,"Av. Castilla la Mancha, S/N",Mondejar,(Guadalajara),CP :19110,949387243,949387246,19003838.ies@edu.jccm.es,http://edu.jccm.es/ies.alcarriabaja
Alcarria Baja,Público,[19003701],Centro Público de Educación de Personas Adultas,"Cl. Antonio Buero Vallejo, 19",Mondejar,(Guadalajara),CP :19110,949385545,949385545,19003701.cea@edu.jccm.es,http://cepa-alcarriabaja.centros.castillalamancha.es
José Maldonado y Ayuso,Público,[19001593],Colegio de Educación Infantil y Primaria,"Av. de las Ciencias, 2 y 4",Mondejar,(Guadalajara),CP :19110,949385693,949385218,19001593.cp@edu.jccm.es,http://ceip-josemaldonadoyayuso.centros.castillalamancha.es
- Sin Denominación -,Público,[19003693],Aula de Educación de Adultos,"Cl. San Juan de la Cruz, 2-1º",Pastrana,(Guadalajara),CP :19100,,,aepa_pastrana@edu.jccm.es,
Duques de Pastrana,Público,[19003541],Colegio Rural Agrupado,"Cl. Siete Chimeneas, 1",Pastrana,(Guadalajara),CP :19100,949370180,949370180,19003541.cra@edu.jccm.es,http://cra-pastrana.centros.castillalamancha.es
Escuela Municipal de Música,Público,[19003826],Escuela Pública de Música,"Pz. del Dean, 2",Pastrana,(Guadalajara),CP :19100,,949370014,esmusicapastrana@wanadoo.es,
Leandro Fernández Moratín,Público,[19003437],Instituto de Educación Secundaria,"Cl. Camilo Jose Cela, S/N",Pastrana,(Guadalajara),CP :19100,949370179,949370041,19003437.ies@edu.jccm.es,http://ies-pastrana.centros.castillalamancha.es
Villa de Pastrana,Público,[19009002],Escuela de Educación Infantil,"Cl. Siete Chimeneas, 1",Pastrana,(Guadalajara),CP :19100,949370473,949370961,,
Castillo de Pioz,Público,[19008149],Colegio de Educación Infantil y Primaria,"Cm. de Aranzueque, S/N",Pioz,(Guadalajara),CP :19162,949272246,949272262,19008149.cp@edu.jccm.es,http://ceip-castillodepioz.centros.castillalamancha.es
Colorines,Privado,[19009348],Centro Privado de Educación Infantil,"Ps. Bosque del Henares, 240",Bosque del Henares (El),(Guadalajara),CP :19220,,618447343,eipioz@yahoo.es,
La Arboleda de Pioz,Público,[19008681],Colegio de Educación Infantil y Primaria,"Cl. de los Pinos, S/N",Arboleda (La),(Guadalajara),CP :19162,,622842685,19008681.cp@edu.jccm.es,http://ceip-laarboledadepioz.centros.castillalamancha.es
La Casita del Árbol,Privado,[19009403],Centro Privado de Educación Infantil,"Cl. los Sauces, 590",Arboleda (La),(Guadalajara),CP :19162,,,lacasitadelarbolpioz@hotmail.com,
José Luis Sampedro,Público,[19003504],Colegio Rural Agrupado,"Cl. las Escuelas, S/N",Poveda de la Sierra,(Guadalajara),CP :19463,949816098,949816112,19003504-2.cra@edu.jccm.es,http://edu.jccm.es/cra.joseluissampedro
El Parque,Público,[19009014],Escuela de Educación Infantil,"Av. Constitucion, S/N",Pozo de Guadalajara,(Guadalajara),CP :19161,949272216,949272490,escuelasgero@hotmail.com,
Santa Brígida,Público,[19001817],Colegio de Educación Infantil y Primaria,"Av. de la Constitucion, S/N",Pozo de Guadalajara,(Guadalajara),CP :19161,949272131,949272131,19001817.cp@edu.jccm.es,
Las Setitas,Público,[19009026],Escuela de Educación Infantil,"Cl. Paez de Castro, 17",Quer,(Guadalajara),CP :19209,949266775,949297703,lassetitas@hotmail.com,
Villa de Quer,Público,[19008691],Colegio de Educación Infantil y Primaria,"Cl. Torrelaguna, S/N",Quer,(Guadalajara),CP :19209,949297795,949297795,19008691.cp@edu.jccm.es,http://edu.jccm.es/cp.villadequer
- Sin Denominación -,Público,[19003711],Aula de Educación de Adultos,"Cl. Isaac Pereal, 25, 3º",Sacedon,(Guadalajara),CP :19120,,,aepa_sacedon@edu.jccm.es,
La Isabela,Público,[19001933],Colegio de Educación Infantil y Primaria,"Cl. la Fuente, 26",Sacedon,(Guadalajara),CP :19120,949350342,949350257,19001933.cp@edu.jccm.es,http://ceip-laisabela.centros.castillalamancha.es
Mar de Castilla,Público,[19003841],Instituto de Educación Secundaria Obligatoria,"Cl. la Fuente, 26",Sacedon,(Guadalajara),CP :19120,949350497,949350697,19003841.seces@edu.jccm.es,http://ies-mardecastilla.centros.castillalamancha.es
- Sin Denominación -,Público,[19003772],Aula de Educación de Adultos,"Cl. Juan Carlos I, S/N",Siguenza,(Guadalajara),CP :19250,,,aepa_siguenza@edu.jccm.es,
- Sin Denominación -,Público,[19009609],Extensión de Escuela Oficial de Idiomas,"Av. de Juan Carlos I, S/N",Siguenza,(Guadalajara),CP :19250,,949393811,19009609.eoi@edu.jccm.es,
Colegio Episcopal Sagrada Familia,Priv.Concert.,[19003395],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Villaviciosa, 2 y Pº de la Alameda, 36",Siguenza,(Guadalajara),CP :19250,949391920,949390790,secretaria@safasi.com,
"Jesús, María y José",Privado,[19009351],Centro Privado de Educación Infantil,"Cl. General Mola, 36",Siguenza,(Guadalajara),CP :19250,,,,
Martín Vázquez de Arce,Público,[19002071],Instituto de Educación Secundaria,"Cl. Santa Barbara, 13",Siguenza,(Guadalajara),CP :19250,949390814,949390345,19002071.ies@edu.jccm.es,http://ies-martinvazquezdearce.centros.castillalamancha.es
Sagrada Familia-Safa,Privado,[19009555],Centro Privado Autorizado de Enseñanzas Deportivas,"Cl. Villaviciosa, 2 y Pº de la Alameda, 36",Siguenza,(Guadalajara),CP :19250,949391920,,contacta@safasi.com,
San Antonio de Portaceli,Público,[19002056],Colegio de Educación Infantil y Primaria,"Av. de Juan Carlos I, S/N",Siguenza,(Guadalajara),CP :19250,949393820,949393820,19002056.cp@edu.jccm.es,http://ceip-sanantoniodeportaceli.centros.castillalamancha.es
San Mateo,Público,[19009038],Escuela de Educación Infantil,"Cl. Saturnino Lopez Novoa, S/N",Siguenza,(Guadalajara),CP :19250,949391554,660408945,ramon@sanmateo.com,
Valles del Tajuña,Público,[19003577],Colegio Rural Agrupado,"Av. del Pinar, S/N",Tendilla,(Guadalajara),CP :19134,949298059,949298059,19003577.CRA@EDU.JCCM.es,http://cra-vallesdeltajuna.centros.castillalamancha.es
La Abejita,Público,[19009041],Escuela de Educación Infantil,"Cl. Musico Jesus Villarojo, 1",Torija,(Guadalajara),CP :19190,,94932003,cailaabejita@hotmail.com,
Virgen del Amparo,Público,[19002214],Colegio de Educación Infantil y Primaria,"Cl. Clara Campoamor, 2",Torija,(Guadalajara),CP :19190,949206888,949206888,19002214.cp@edu.jccm.es,http://ceip-virgendelamparo.centros.castillalamancha.es
El Cole de los Pekes,Privado,[19009361],Centro Privado de Educación Infantil,"Av. Señorio de Muriel, 22",Señorio de Muriel,(Guadalajara),CP :19174,949339388,949339388,elcoledelospekes@yahoo.es,
El Señorío de Muriel,Público,[19009439],Colegio de Educación Infantil y Primaria,"Av. Señorio de Muriel, S/N",Señorio de Muriel,(Guadalajara),CP :19174,949339729,949339729,19009439.cp@edu.jccm.es,
Escuela de Musica y Danza de Torrejon del Rey,Público,[19009385],Escuela Pública de Música y Danza,"Cl. Luis de Lucena, 1",Torrejon del Rey,(Guadalajara),CP :19174,,,escuelademusicaydanza@yahoo.es,
Las Castillas,Público,[19008198],Colegio de Educación Infantil y Primaria,"Cl. Río Jarama, S/N",Parque de las Castillas,(Guadalajara),CP :19174,949328156,949328150,19008198.cp@edu.jccm.es,http://ceip-lascastillas.centros.castillalamancha.es
Nº1,Público,[19009762],Instituto de Educación Secundaria Obligatoria,,Torrejon del Rey,(Guadalajara),CP :19174,,679392951,19009762.ieso@edu.jccm.es,
Virgen de las Candelas,Público,[19002241],Colegio de Educación Infantil y Primaria,"Cm. Viejo, 1",Torrejon del Rey,(Guadalajara),CP :19174,949338892,949600010,19002241.cp@edu.jccm.es,http://ceip-virgendelascandelas.centros.castillalamancha.es
Sagrado Corazón de Jesús,Público,[19002275],Colegio de Educación Infantil y Primaria,Cl. los Vientos Nº 1,Tortola de Henares,(Guadalajara),CP :19198,949313668,949313668,19002275.cp@edu.jccm.es,
- Sin Denominación -,Público,[19003759],Aula de Educación de Adultos,Ed. Centro Social,Trijueque,(Guadalajara),CP :19192,,,,
San Bernabé,Público,[19002305],Colegio de Educación Infantil y Primaria,"Cl. las Heras, S/N",Trijueque,(Guadalajara),CP :19192,949320288,949320288,19002305.cp@edu.jccm.es,http://ceip-sanbernabe.centros.castillalamancha.es
- Sin Denominación -,Público,[19003796],Aula de Educación de Adultos,Ed. Colegio Público Ciudad de Capadocia,Trillo,(Guadalajara),CP :19450,,,,
- Sin Denominación -,Público,[19009051],Escuela de Educación Infantil,"Cl. Vivero, 6",Trillo,(Guadalajara),CP :19450,,949815238,caitrillo@gmail.com,
Ciudad de Capadocia,Público,[19002317],Colegio de Educación Infantil y Primaria,"Cl. Fronton, 9",Trillo,(Guadalajara),CP :19450,949815189,949815189,19002317.cp@edu.jccm.es,http://ceip-ciudaddecapadocia.centros.castillalamancha.es
El Jardinillo,Público,[19009063],Escuela de Educación Infantil,"Cl. Cardenal Cisneros, S/N",Uceda,(Guadalajara),CP :19187,949856321,949856075,ei.eljardinillo@yahoo.es,
García Lorca,Público,[19002329],Colegio de Educación Infantil y Primaria,"Cl. Mayor, S/N",Uceda,(Guadalajara),CP :19187,949856484,949856484,19002329.cp@edu.jccm.es,http://ceip-garcialorca.centros.castillalamancha.es
Sueños,Público,[19009075],Escuela de Educación Infantil,"Cl. Niza, S/N",Caraquiz,(Guadalajara),CP :19187,,949857964,escuinfcol@hotmail.com,
- Sin Denominación -,Público,[19009749],Colegio Rural Agrupado,,Valdepeñas de la Sierra,(Guadalajara),CP :19184,,949854361,19009749.cra@edu.jccm.es,
Cócoles,Público,[19009087],Escuela de Educación Infantil,"Cl. Acacias, 8",Villanueva de la Torre,(Guadalajara),CP :19209,949276263,949276263,cocoles@telefonica.net,
Gloria Fuertes,Público,[19008071],Colegio de Educación Infantil y Primaria,"Cr. Valdeavero, 2",Villanueva de la Torre,(Guadalajara),CP :19209,949266184,949277846,19008071.cp@edu.jccm.es,http://ceip-gloriafuertes.centros.castillalamancha.es
